mpid,formula,m_p,m_n,S_p,PF_p,S_n,PF_n,oof_probability,true_positive,mp_canonical_id,mp_formula,band_gap_eV,direct_gap,e_above_hull
mp-18501,Ba(AgTe)2,1.26,0.214,457.0,0.4370000000000001,-262.0,1.03,0.6800604462623596,0,mp-aaaabbjp,Ba(AgTe)2,0.6733000000000002,True,0.0
mp-22965,BiTeI,1.09,0.515,630.0,0.366,-358.0,1.18,0.6641796827316284,0,mp-aaaabhzh,BiTeI,1.2751000000000001,False,0.1160075150000015
mp-7684,Tl3AsSe3,1.66,0.434,625.0,0.44,-383.0,0.992,0.6589300036430359,0,mp-aaaaaljo,Tl3AsSe3,0.8813999999999997,True,0.0
mp-8781,SnS,304.0,214.0,486.0,2.98,-599.0,3.09,0.6576899290084839,0,mp-aaaaamzt,SnS,1.4745,True,0.07821957875000152
mp-559676,SnS,0.325,0.599,376.0,2.37,-380.0,1.74,0.6576899290084839,1,mp-aaabfvya,SnS,0.31130000000000013,False,0.028504053749998093
mp-17153,Tb2BaTe4,0.858,0.609,459.0,0.97,-417.0,1.15,0.6567842960357666,1,mp-aaaaazjt,Ba(TbTe2)2,0.7858999999999998,False,0.0
mp-19765,In2HgTe4,0.63,0.0923,534.0,0.146,-178.0,0.993,0.655944287776947,1,mp-aaaabdgf,In2HgTe4,0.5295000000000001,True,0.0
mp-7756,SrLiSb,0.529,0.799,390.0,1.63,-461.0,1.24,0.6514093279838562,1,mp-aaaaalmi,SrLiSb,0.6857999999999995,True,0.0
mp-10337,BaYAgTe3,0.62,0.8170000000000001,431.0,1.01,-449.0,0.937,0.6467071771621704,1,mp-aaaaaphp,BaYAgTe3,0.7675000000000001,False,0.0
mp-22605,Cr2CdSe4,2.78,0.23600000000000002,687.0,0.0853,-290.0,1.0,0.6420978903770447,0,mp-aaaabhll,Cr2CdSe4,0.0,False,0.0
mp-29157,Si3P2Pt,0.504,0.7240000000000001,456.0,1.04,-370.0,1.48,0.6411506533622742,1,mp-aaaabrdl,Si3P2Pt,0.6067,False,0.0
mp-684034,Ba21(Cd2Sb9)2,3.07,1.83,453.0,1.28,-503.0,0.46399999999999997,0.6386404037475586,0,mp-aaabmxxa,Ba21(Cd2Sb9)2,0.7313999999999998,False,0.0
mp-9274,Rb3Sb2Au3,0.648,0.442,596.0,1.35,-519.0,1.84,0.632841169834137,1,mp-aaaaanss,Rb3Sb2Au3,1.2227999999999999,False,0.0
mp-680395,Li3As7,2.6,2.65,531.0,1.03,-583.0,0.5529999999999999,0.6278557777404785,0,mp-aaabmsnb,Li3As7,1.3268999999999997,True,0.000924287437500837
mp-524,Ba3As14,2.48,1.15,633.0,0.54,-617.0,1.11,0.6277692317962646,0,mp-aaaaaaue,Ba3As14,1.1763,False,0.0
mp-567841,Be3P2,0.39899999999999997,0.34299999999999997,504.0,1.26,-422.0,1.47,0.623265266418457,1,mp-aaabgiab,Be3P2,0.8891,True,0.0
mp-927,CuP2,0.6659999999999999,0.677,577.0,1.31,-503.0,1.19,0.6220448017120361,1,mp-aaaaabjr,CuP2,0.8371000000000004,False,0.0
mp-569679,ZnSe,1.31,0.8,636.0,0.494,-465.0,1.73,0.6217681169509888,0,mp-aaabgkst,ZnSe,1.9672,True,0.15999977750000127
